subject,relation,object
冰糖莲子桂圆汤,外形,大
食物,名称,养生菠萝莲子汤
养生菠萝莲子汤,味道,甜
食物,名称,养生菠萝银耳汤
养生菠萝银耳汤,味道,甜
食物,名称,莲子汤
莲子汤,外形,甜
莲子汤,外形,大
莲子汤,外形,冰糖莲子桂圆汤
莲子汤,外形,养生菠萝莲子汤
莲子汤,外形,养生菠萝银耳汤
莲子汤,外形,莲子汤
食物,名称,凤爪
凤爪,味道,入味
食物,名称,炒鸡
炒鸡,味道,入味
食物,名称,红辣椒之旅
红辣椒之旅,外形,正宗
红辣椒之旅,外形,金碧辉煌
食物,名称,金针菇
金针菇,口感,正宗
金针菇,口感,黄黄的
金针菇,外形,脆脆的
金针菇,外形,黄黄的
凤爪,味道,鸳鸯锅
凤爪,味道,凤爪
凤爪,味道,炒鸡
凤爪,味道,红辣椒之旅
凤爪,味道,金针菇
凤爪,味道,火锅
食物,名称,云南大救驾
云南大救驾,味道,不甜
云南大救驾,口感,豆香味
云南大救驾,口感,入口就化
云南大救驾,口感,五花肉
食物,名称,酸菜鱼
酸菜鱼,味道,不甜
酸菜鱼,味道,大杂烩炒面
布丁,口感,豆香味
布丁,口感,入口就化
食物,名称,鲜花饼
鲜花饼,口感,不甜
鲜花饼,口感,好入口
鲜花饼,口感,入口就化
食物,名称,豆花鲜花饼
豆花鲜花饼,口感,不甜
豆花鲜花饼,口感,入口就化
豆花鲜花饼,口感,好入口
豆花鲜花饼,口感,云南大救驾
豆花鲜花饼,口感,五花肉
豆花鲜花饼,口感,酸菜鱼
豆花鲜花饼,口感,大杂烩炒面
豆花鲜花饼,口感,布丁
豆花鲜花饼,口感,鲜花饼
豆花鲜花饼,口感,豆花鲜花饼
食物,名称,火锅店
火锅店,外形,新鲜
火锅店,外形,假山
火锅店,外形,高大上
火锅,外形,新鲜
火锅,外形,假山
火锅,外形,火锅店
食物,名称,糖醋鱼
糖醋鱼,口感,甜甜的
糖醋鱼,口感,酥
食物,名称,山粉圆烧肉
山粉圆烧肉,味道,淡
山粉圆烧肉,味道,糖醋鱼
山粉圆烧肉,味道,山粉圆烧肉
食物,名称,烤鸡
烤鸡,外形,不辣
烤鸡,外形,红色的
食物,名称,清炒丝瓜苗
清炒丝瓜苗,口感,不辣
清炒丝瓜苗,口感,清爽可口
食物,名称,小锅米线
小锅米线,味道,不辣
食物,名称,手撕豇豆
手撕豇豆,口感,腌过的原因
手撕豇豆,外形,发黄
食物,名称,汽锅鸡
汽锅鸡,口感,淡淡的
汽锅鸡,外形,淡淡的
烤鱼,味道,没有点评上面说的那么好
烤鱼,味道,不辣
烤鱼,味道,烤鸡
烤鱼,味道,清炒丝瓜苗
烤鱼,味道,小锅米线
烤鱼,味道,手撕豇豆
烤鱼,味道,汽锅鸡
烤鱼,味道,烤鱼
麻辣牛肉,味道,香
麻辣牛肉,味道,越吃越有味道
麻辣牛肉,味道,不辣
麻辣牛肉,味道,嘎嘎
食物,名称,虾仁粥
虾仁粥,外形,软烂
虾仁粥,外形,精致
食物,名称,榴莲酥
榴莲酥,口感,清淡口
榴莲酥,外形,清淡口
榴莲酥,外形,精致
食物,名称,虾汁唐生菜
虾汁唐生菜,口感,腥咸
虾汁唐生菜,口感,软烂
叉烧包,口感,甜口的
叉烧包,口感,不腻
食物,名称,盐焗鸡
盐焗鸡,口感,入味
盐焗鸡,口感,细嫩鲜嫩
食物,名称,杨枝甘露
杨枝甘露,口感,清淡口
杨枝甘露,外形,清淡口
杨枝甘露,外形,精致
食物,名称,流沙包
流沙包,口感,甜
流沙包,口感,不腻
杨枝甘露,外形,利苑
杨枝甘露,外形,虾饺
食物,名称,蜜汁叉烧
蜜汁叉烧,口感,入味
蜜汁叉烧,口感,细嫩鲜嫩
流沙包,口感,虾饺
食物,名称,小笼
小笼,外形,皮薄陷厚
食物,名称,点心
点心,外形,精致
流沙包,口感,虾仁粥
流沙包,口感,榴莲酥
流沙包,口感,虾汁唐生菜
流沙包,口感,叉烧包
流沙包,口感,盐焗鸡
流沙包,口感,杨枝甘露
流沙包,口感,流沙包
流沙包,口感,利苑
流沙包,口感,蜜汁叉烧
流沙包,口感,小笼
流沙包,口感,点心
提拉米苏,外形,细腻
提拉米苏,外形,正方形
提拉米苏,外形,下午茶
食物,名称,意式咖啡
意式咖啡,外形,青绿色的
意式咖啡,外形,精品咖啡
食物,名称,焦糖玛奇朵摩卡榛果拿铁
焦糖玛奇朵摩卡榛果拿铁,外形,青绿色的
食物,名称,咖啡
咖啡,外形,青绿色的
咖啡,外形,提拉米苏
咖啡,外形,下午茶
咖啡,外形,意式咖啡
咖啡,外形,精品咖啡
咖啡,外形,焦糖玛奇朵摩卡榛果拿铁
咖啡,外形,咖啡
霸王餐,味道,香
霸王餐,口感,新鲜
霸王餐,口感,有嚼劲
霸王餐,外形,有筋道
霸王餐,外形,白白的
食物,名称,雪蟹福袋
雪蟹福袋,外形,高端大气
雪蟹福袋,外形,冬瓜茶
三文鱼,口感,不辣
三文鱼,口感,都是肉
三文鱼,外形,厚切的
霸王餐,味道,不辣
霸王餐,味道,叶绿素
霸王餐,味道,章鱼烧
霸王餐,味道,雪蟹福袋
霸王餐,味道,冬瓜茶
霸王餐,味道,三文鱼
霸王餐,味道,霸王餐
食物,名称,面线糊
面线糊,口感,饱
面线糊,口感,鲜美爽滑
面线糊,口感,西街面线
食物,名称,荤素海鲜
荤素海鲜,外形,全的很
荤素海鲜,外形,米线
面线糊,口感,面线糊
面线糊,口感,荤素海鲜
面线糊,口感,米线
食物,名称,鱼头泡饼
鱼头泡饼,口感,正宗
鱼头泡饼,口感,有口感
食物,名称,宫爆鸡丁
宫爆鸡丁,味道,不辣
宫爆鸡丁,味道,大鸭梨
食物,名称,焗南瓜条
焗南瓜条,味道,不辣
焗南瓜条,味道,鲜花椒炝鱼片
焗南瓜条,味道,鱼头泡饼
焗南瓜条,味道,宫爆鸡丁
焗南瓜条,味道,大鸭梨
焗南瓜条,味道,焗南瓜条
食物,名称,大阪烧
大阪烧,外形,好看
大阪烧,外形,卡布奇诺
食物,名称,玉子烧
玉子烧,味道,浓
玉子烧,口感,咸
玉子烧,口感,滑
食物,名称,海鲜大阪烧
海鲜大阪烧,外形,好看
海鲜大阪烧,外形,霸王餐
海鲜大阪烧,外形,华夫饼
咖啡,味道,苦
咖啡,味道,拿铁
咖啡,味道,大阪烧
咖啡,味道,卡布奇诺
咖啡,味道,玉子烧
咖啡,味道,海鲜大阪烧
咖啡,味道,霸王餐
咖啡,味道,华夫饼
咖啡,味道,咖啡
